source_pr,source_commit,source_parent,affected_files,original_intent,actual_module,evaluation_relevant,existing_changeset,new_changeset,classification,module_disposition,already_in_main,patch_equivalent,patch_id,superseded_by,risk,confidence,evidence
91,1b3d814ee0ee1b7ec06ef88927df21efaba2639a,6c02da4e57fd3adeb89ee36f0d2ae01a6521758e,architecture/WAYPOINTS_ACTIVITY_WINDOWS_2026-07-08.md;backend/.env.example;backend/src/modules/clickhouse/clickhouse-activity-windows.service.ts;backend/src/modules/clickhouse/clickhouse-activity-windows.types.ts;backend/src/modules/clickhouse/clickhouse-analytics.service.ts;backend/src/modules/clickhouse/clickhouse-waypoints.service.ts;backend/src/modules/clickhouse/clickhouse-waypoints.types.ts;backend/src/modules/clickhouse/clickhouse.module.ts;backend/src/modules/clickhouse/migrations/006_waypoints_activity_windows_producer.sql;backend/src/modules/data-analyse/data-analyse-producer-status.spec.ts;backend/src/modules/data-analyse/data-analyse.service.ts;backend/src/modules/data-analyse/data-analyse.types.ts;backend/src/modules/data-analyse/data-analyse.utils.ts;backend/src/modules/vehicle-intelligence/trips/activity-window-derive.spec.ts;backend/src/modules/vehicle-intelligence/trips/activity-window-derive.ts;backend/src/modules/vehicle-intelligence/trips/activity-window-producer.service.spec.ts;backend/src/modules/vehicle-intelligence/trips/activity-window-producer.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-behavior-enrichment.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-ch-evidence-mirror.coordinator.ts;backend/src/modules/vehicle-intelligence/trips/trip-detection-orchestration.service.ts;backend/src/modules/vehicle-intelligence/trips/waypoint-downsample.spec.ts;backend/src/modules/vehicle-intelligence/trips/waypoint-downsample.ts;backend/src/modules/vehicle-intelligence/trips/waypoint-mirror.service.spec.ts;backend/src/modules/vehicle-intelligence/trips/waypoint-mirror.service.ts;backend/src/modules/vehicle-intelligence/vehicle-intelligence.module.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx,ClickHouse waypoint and activity-window producers,trips/clickhouse,false,cs-trips-database-and-data-model,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,23fc1cd847216e42c9d5cbeeb5c6a582d0676598,Current ClickHouse trip architecture,HIGH,HIGH,feat(ch): post-trip waypoint and activity window producers (V4.9.263); first-parent path review (27 files); All paths exist in main and 16 blobs are identical.; git cherry=+ 1b3d814ee0ee1b7ec06ef88927df21efaba2639a
509,3a8004c9aa8ec3c66cc3f336f446054f2f3ab93c,548cce543e240a4373b9d72b5d9b822fdc878734,backend/prisma/migrations/20260718170000_station_rule_manual_overrides/migration.sql;backend/prisma/schema.prisma;backend/src/modules/stations/dto/evaluate-station-booking-rules.dto.ts;backend/src/modules/stations/dto/plan-vehicle-station-transfer.dto.ts;backend/src/modules/stations/guards/stations-override-rules-permission.guard.ts;backend/src/modules/stations/station-booking-rules.integration.spec.ts;backend/src/modules/stations/station-booking-rules.service.spec.ts;backend/src/modules/stations/station-booking-rules.service.ts;backend/src/modules/stations/station-rule-manual-override.integration.spec.ts;backend/src/modules/stations/station-rule-manual-override.service.ts;backend/src/modules/stations/stations-v2-override-authz.spec.ts;backend/src/modules/stations/stations.controller.ts;backend/src/modules/stations/stations.module.ts;backend/src/modules/stations/vehicle-station-transfer.integration.spec.ts;backend/src/modules/stations/vehicle-station-transfer.service.ts;backend/src/modules/stations/vehicle-station-transfer.types.ts;backend/src/modules/stations/vehicle-station-transfer.util.spec.ts;backend/src/modules/stations/vehicle-station-transfer.util.ts;backend/src/shared/auth/stations-v2-permission.constants.ts;backend/src/shared/auth/stations-v2-permission.util.spec.ts;backend/src/shared/auth/stations-v2-role-permissions.ts;backend/src/shared/stations/station-booking-pickup-rules.spec.ts;backend/src/shared/stations/station-booking-pickup-rules.ts;backend/src/shared/stations/station-booking-return-rules.spec.ts;backend/src/shared/stations/station-booking-return-rules.ts;backend/src/shared/stations/station-booking-rules-manual-override.ts;backend/src/shared/stations/station-booking-rules.contract.ts;backend/src/shared/stations/station-booking-rules.resolver.spec.ts;backend/src/shared/stations/station-booking-rules.resolver.ts;backend/src/shared/stations/station-capacity-rules.simulation.spec.ts;backend/src/shared/stations/station-rule-manual-override.contract.ts;backend/src/shared/stations/station-rule-manual-override.policy.spec.ts;backend/src/shared/stations/station-rule-manual-override.policy.ts;frontend/src/lib/stations-v2-permissions.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx,Station booking-rule manual override,administration/stations/bookings,false,,cs-administration-station-rule-manual-overrides,INHERITED_NO_EVALUATIONS_RELEVANCE,CONFLICTING_NEEDS_DESIGN_REVIEW,false,false,3109a7c09ed780c50e43bcece3aa643762343f46,,CRITICAL,HIGH,"feat(stations): audited manual override for WARNING and MANUAL_CONFIRMATION; first-parent path review (36 files); Override persistence, audit, permission guard and migration are absent.; git cherry=+ 3a8004c9aa8ec3c66cc3f336f446054f2f3ab93c"
549,3a8004c9aa8ec3c66cc3f336f446054f2f3ab93c,548cce543e240a4373b9d72b5d9b822fdc878734,backend/prisma/migrations/20260718170000_station_rule_manual_overrides/migration.sql;backend/prisma/schema.prisma;backend/src/modules/stations/dto/evaluate-station-booking-rules.dto.ts;backend/src/modules/stations/dto/plan-vehicle-station-transfer.dto.ts;backend/src/modules/stations/guards/stations-override-rules-permission.guard.ts;backend/src/modules/stations/station-booking-rules.integration.spec.ts;backend/src/modules/stations/station-booking-rules.service.spec.ts;backend/src/modules/stations/station-booking-rules.service.ts;backend/src/modules/stations/station-rule-manual-override.integration.spec.ts;backend/src/modules/stations/station-rule-manual-override.service.ts;backend/src/modules/stations/stations-v2-override-authz.spec.ts;backend/src/modules/stations/stations.controller.ts;backend/src/modules/stations/stations.module.ts;backend/src/modules/stations/vehicle-station-transfer.integration.spec.ts;backend/src/modules/stations/vehicle-station-transfer.service.ts;backend/src/modules/stations/vehicle-station-transfer.types.ts;backend/src/modules/stations/vehicle-station-transfer.util.spec.ts;backend/src/modules/stations/vehicle-station-transfer.util.ts;backend/src/shared/auth/stations-v2-permission.constants.ts;backend/src/shared/auth/stations-v2-permission.util.spec.ts;backend/src/shared/auth/stations-v2-role-permissions.ts;backend/src/shared/stations/station-booking-pickup-rules.spec.ts;backend/src/shared/stations/station-booking-pickup-rules.ts;backend/src/shared/stations/station-booking-return-rules.spec.ts;backend/src/shared/stations/station-booking-return-rules.ts;backend/src/shared/stations/station-booking-rules-manual-override.ts;backend/src/shared/stations/station-booking-rules.contract.ts;backend/src/shared/stations/station-booking-rules.resolver.spec.ts;backend/src/shared/stations/station-booking-rules.resolver.ts;backend/src/shared/stations/station-capacity-rules.simulation.spec.ts;backend/src/shared/stations/station-rule-manual-override.contract.ts;backend/src/shared/stations/station-rule-manual-override.policy.spec.ts;backend/src/shared/stations/station-rule-manual-override.policy.ts;frontend/src/lib/stations-v2-permissions.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx,Station booking-rule manual override,administration/stations/bookings,false,,cs-administration-station-rule-manual-overrides,INHERITED_NO_EVALUATIONS_RELEVANCE,CONFLICTING_NEEDS_DESIGN_REVIEW,false,false,3109a7c09ed780c50e43bcece3aa643762343f46,,CRITICAL,HIGH,"feat(stations): audited manual override for WARNING and MANUAL_CONFIRMATION; first-parent path review (36 files); Override persistence, audit, permission guard and migration are absent.; git cherry=+ 3a8004c9aa8ec3c66cc3f336f446054f2f3ab93c"
396,55b8ac4dd743084b6fb17f35772d71e54adf4887,6486d87ea74ff2e7802fe24e4d3d0df18180e4a5,backend/scripts/audit/document-intake-test-matrix-dry-run.ts;backend/src/modules/document-extraction/document-action-planner.engine.ts;backend/src/modules/document-extraction/document-action-planner.requirements.ts;backend/src/modules/document-extraction/document-extraction-metadata.service.ts;backend/src/modules/document-extraction/document-required-field.evaluator.ts;backend/src/modules/document-extraction/document-required-field.registry.public.ts;backend/src/modules/document-extraction/document-required-field.registry.spec.ts;backend/src/modules/document-extraction/document-required-field.registry.ts;backend/src/modules/document-extraction/document-required-field.registry.types.ts;backend/src/modules/document-extraction/document-required-field.resolver.ts;backend/src/modules/document-extraction/dto/document-extraction-metadata.dto.ts;backend/src/modules/document-extraction/dto/document-required-field-registry.dto.ts;backend/test/document-extraction.e2e-spec.ts;docs/architecture/document-intake-v2-prisma-plan.md;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx,Document Intake required-field registry,documents/document-extraction,false,cs-documents-api-and-domain-contracts,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,c8fc7c2997d78dace0af3ef5e01ee4403afab7e9,Current document-schema-registry,HIGH,MEDIUM,feat(document-intake): add versioned required-field registry; first-parent path review (16 files); Main exposes versioned requiredFields across document types.; git cherry=+ 55b8ac4dd743084b6fb17f35772d71e54adf4887
397,55b8ac4dd743084b6fb17f35772d71e54adf4887,6486d87ea74ff2e7802fe24e4d3d0df18180e4a5,backend/scripts/audit/document-intake-test-matrix-dry-run.ts;backend/src/modules/document-extraction/document-action-planner.engine.ts;backend/src/modules/document-extraction/document-action-planner.requirements.ts;backend/src/modules/document-extraction/document-extraction-metadata.service.ts;backend/src/modules/document-extraction/document-required-field.evaluator.ts;backend/src/modules/document-extraction/document-required-field.registry.public.ts;backend/src/modules/document-extraction/document-required-field.registry.spec.ts;backend/src/modules/document-extraction/document-required-field.registry.ts;backend/src/modules/document-extraction/document-required-field.registry.types.ts;backend/src/modules/document-extraction/document-required-field.resolver.ts;backend/src/modules/document-extraction/dto/document-extraction-metadata.dto.ts;backend/src/modules/document-extraction/dto/document-required-field-registry.dto.ts;backend/test/document-extraction.e2e-spec.ts;docs/architecture/document-intake-v2-prisma-plan.md;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx,Document Intake required-field registry,documents/document-extraction,false,cs-documents-api-and-domain-contracts,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,c8fc7c2997d78dace0af3ef5e01ee4403afab7e9,Current document-schema-registry,HIGH,MEDIUM,feat(document-intake): add versioned required-field registry; first-parent path review (16 files); Main exposes versioned requiredFields across document types.; git cherry=+ 55b8ac4dd743084b6fb17f35772d71e54adf4887
801,6434434e750ad6890db6c6ff5f7c6f3e9d3ee36c,304a6ed19da12e30bde4ed8e78f9784e0984eb49,frontend/e2e/e2e/artifacts/evaluations/evaluations-page-desktop-1280.png;frontend/e2e/e2e/artifacts/evaluations/evaluations-page-mobile-375.png,Historical screenshot artifact path correction,evaluations-testing,false,cs-evaluations-mobile-readiness,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,dfecbcb8407ede751aa4ede37ad1f094e1c1b368,Current visual-test artifact convention,LOW,HIGH,chore(e2e): fix evaluations screenshot artifact path; first-parent path review (2 files); Both accidental nested screenshot paths are absent from main.; git cherry=+ 6434434e750ad6890db6c6ff5f7c6f3e9d3ee36c
803,6434434e750ad6890db6c6ff5f7c6f3e9d3ee36c,304a6ed19da12e30bde4ed8e78f9784e0984eb49,frontend/e2e/e2e/artifacts/evaluations/evaluations-page-desktop-1280.png;frontend/e2e/e2e/artifacts/evaluations/evaluations-page-mobile-375.png,Historical screenshot artifact path correction,evaluations-testing,false,cs-evaluations-mobile-readiness,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,dfecbcb8407ede751aa4ede37ad1f094e1c1b368,Current visual-test artifact convention,LOW,HIGH,chore(e2e): fix evaluations screenshot artifact path; first-parent path review (2 files); Both accidental nested screenshot paths are absent from main.; git cherry=+ 6434434e750ad6890db6c6ff5f7c6f3e9d3ee36c
806,6434434e750ad6890db6c6ff5f7c6f3e9d3ee36c,304a6ed19da12e30bde4ed8e78f9784e0984eb49,frontend/e2e/e2e/artifacts/evaluations/evaluations-page-desktop-1280.png;frontend/e2e/e2e/artifacts/evaluations/evaluations-page-mobile-375.png,Historical screenshot artifact path correction,evaluations-testing,false,cs-evaluations-mobile-readiness,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,dfecbcb8407ede751aa4ede37ad1f094e1c1b368,Current visual-test artifact convention,LOW,HIGH,chore(e2e): fix evaluations screenshot artifact path; first-parent path review (2 files); Both accidental nested screenshot paths are absent from main.; git cherry=+ 6434434e750ad6890db6c6ff5f7c6f3e9d3ee36c
807,6434434e750ad6890db6c6ff5f7c6f3e9d3ee36c,304a6ed19da12e30bde4ed8e78f9784e0984eb49,frontend/e2e/e2e/artifacts/evaluations/evaluations-page-desktop-1280.png;frontend/e2e/e2e/artifacts/evaluations/evaluations-page-mobile-375.png,Historical screenshot artifact path correction,evaluations-testing,false,cs-evaluations-mobile-readiness,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,dfecbcb8407ede751aa4ede37ad1f094e1c1b368,Current visual-test artifact convention,LOW,HIGH,chore(e2e): fix evaluations screenshot artifact path; first-parent path review (2 files); Both accidental nested screenshot paths are absent from main.; git cherry=+ 6434434e750ad6890db6c6ff5f7c6f3e9d3ee36c
806,723b566609908ff40d621e30efb8c95cff3f17c3,364bd93733e30c6a98ea579f1707b8a73be2ecd8,frontend/e2e/evaluations-fixtures.ts,Historical evaluations fixture artifact-path correction,evaluations-testing,false,cs-evaluations-action-center,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,a35c311515a26c23e563d60253552b73a163f9da,Current evaluations fixture,LOW,HIGH,fix(e2e): correct docs artifact path for evaluations screenshots; first-parent path review (1 files); The current fixture removed copyToDocs entirely.; git cherry=+ 723b566609908ff40d621e30efb8c95cff3f17c3
807,723b566609908ff40d621e30efb8c95cff3f17c3,364bd93733e30c6a98ea579f1707b8a73be2ecd8,frontend/e2e/evaluations-fixtures.ts,Historical evaluations fixture artifact-path correction,evaluations-testing,false,cs-evaluations-action-center,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,a35c311515a26c23e563d60253552b73a163f9da,Current evaluations fixture,LOW,HIGH,fix(e2e): correct docs artifact path for evaluations screenshots; first-parent path review (1 files); The current fixture removed copyToDocs entirely.; git cherry=+ 723b566609908ff40d621e30efb8c95cff3f17c3
506,72ce3ba52ff18c27f0d5a884271c322171c215c6,073488ad392a3945f988bde166d9d1b5402a3c99,backend/src/modules/stations/dto/evaluate-station-booking-rules.dto.ts;backend/src/modules/stations/dto/index.ts;backend/src/modules/stations/station-booking-rules.integration.spec.ts;backend/src/modules/stations/station-booking-rules.service.spec.ts;backend/src/modules/stations/station-booking-rules.service.ts;backend/src/modules/stations/stations.controller.ts;backend/src/shared/stations/station-booking-evaluated-instant.util.spec.ts;backend/src/shared/stations/station-booking-evaluated-instant.util.ts;backend/src/shared/stations/station-booking-pickup-rules.ts;backend/src/shared/stations/station-booking-return-rules.ts;backend/src/shared/stations/station-booking-rules.contract.ts;backend/src/shared/stations/station-booking-rules.resolver.spec.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx,Station calendar/timezone booking rules,administration/stations/bookings,false,cs-bookings-stations,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,ffbb139bb82a58e3c6a01d86ea40b652c6d19179,Current station-rule engine,HIGH,MEDIUM,feat(stations): wire opening calendar and timezone into booking rules; first-parent path review (14 files); Main calls the station opening-calendar utility with booking instants.; git cherry=+ 72ce3ba52ff18c27f0d5a884271c322171c215c6
549,72ce3ba52ff18c27f0d5a884271c322171c215c6,073488ad392a3945f988bde166d9d1b5402a3c99,backend/src/modules/stations/dto/evaluate-station-booking-rules.dto.ts;backend/src/modules/stations/dto/index.ts;backend/src/modules/stations/station-booking-rules.integration.spec.ts;backend/src/modules/stations/station-booking-rules.service.spec.ts;backend/src/modules/stations/station-booking-rules.service.ts;backend/src/modules/stations/stations.controller.ts;backend/src/shared/stations/station-booking-evaluated-instant.util.spec.ts;backend/src/shared/stations/station-booking-evaluated-instant.util.ts;backend/src/shared/stations/station-booking-pickup-rules.ts;backend/src/shared/stations/station-booking-return-rules.ts;backend/src/shared/stations/station-booking-rules.contract.ts;backend/src/shared/stations/station-booking-rules.resolver.spec.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx,Station calendar/timezone booking rules,administration/stations/bookings,false,cs-bookings-stations,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,ffbb139bb82a58e3c6a01d86ea40b652c6d19179,Current station-rule engine,HIGH,MEDIUM,feat(stations): wire opening calendar and timezone into booking rules; first-parent path review (14 files); Main calls the station opening-calendar utility with booking instants.; git cherry=+ 72ce3ba52ff18c27f0d5a884271c322171c215c6
313,76a6d686b1f508f134f0f29f3d79694c76313c45,59b0e9e10656f48f69eab0966230221954271379,backend/src/modules/customers/customers.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-analytics-canonical.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-api.mapper.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.service.spec.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.types.ts;backend/src/modules/vehicle-intelligence/trips/trips.service.ts;frontend/src/lib/api.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/VehicleStressPanel.tsx;frontend/src/rental/components/customer-detail/CustomerDrivingTab.tsx;frontend/src/rental/components/trips/behavior-rating.test.ts;frontend/src/rental/components/trips/behavior-ui.utils.ts;frontend/src/rental/components/trips/trip-assessment-copy.test.ts;frontend/src/rental/i18n/translations/de.ts;frontend/src/rental/i18n/translations/en.ts;frontend/src/rental/lib/scoreFormat.ts,Separate vehicle load from driver conduct,trips/customers,false,cs-trips-vehicle-intelligence,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,af807ea03ab32875c30e482df4f1778d227ec5cf,Current load/conduct contracts,HIGH,HIGH,"feat(driving-intelligence): separate vehicle load from driver conduct (P5); first-parent path review (18 files); Main exposes independent vehicleLoad and driverConduct contracts, metrics, services and UI.; git cherry=+ 76a6d686b1f508f134f0f29f3d79694c76313c45"
314,76a6d686b1f508f134f0f29f3d79694c76313c45,59b0e9e10656f48f69eab0966230221954271379,backend/src/modules/customers/customers.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-analytics-canonical.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-api.mapper.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.service.spec.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.types.ts;backend/src/modules/vehicle-intelligence/trips/trips.service.ts;frontend/src/lib/api.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/VehicleStressPanel.tsx;frontend/src/rental/components/customer-detail/CustomerDrivingTab.tsx;frontend/src/rental/components/trips/behavior-rating.test.ts;frontend/src/rental/components/trips/behavior-ui.utils.ts;frontend/src/rental/components/trips/trip-assessment-copy.test.ts;frontend/src/rental/i18n/translations/de.ts;frontend/src/rental/i18n/translations/en.ts;frontend/src/rental/lib/scoreFormat.ts,Separate vehicle load from driver conduct,trips/customers,false,cs-trips-vehicle-intelligence,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,af807ea03ab32875c30e482df4f1778d227ec5cf,Current load/conduct contracts,HIGH,HIGH,"feat(driving-intelligence): separate vehicle load from driver conduct (P5); first-parent path review (18 files); Main exposes independent vehicleLoad and driverConduct contracts, metrics, services and UI.; git cherry=+ 76a6d686b1f508f134f0f29f3d79694c76313c45"
315,76a6d686b1f508f134f0f29f3d79694c76313c45,59b0e9e10656f48f69eab0966230221954271379,backend/src/modules/customers/customers.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-analytics-canonical.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-api.mapper.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.service.spec.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.types.ts;backend/src/modules/vehicle-intelligence/trips/trips.service.ts;frontend/src/lib/api.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/VehicleStressPanel.tsx;frontend/src/rental/components/customer-detail/CustomerDrivingTab.tsx;frontend/src/rental/components/trips/behavior-rating.test.ts;frontend/src/rental/components/trips/behavior-ui.utils.ts;frontend/src/rental/components/trips/trip-assessment-copy.test.ts;frontend/src/rental/i18n/translations/de.ts;frontend/src/rental/i18n/translations/en.ts;frontend/src/rental/lib/scoreFormat.ts,Separate vehicle load from driver conduct,trips/customers,false,cs-trips-vehicle-intelligence,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,af807ea03ab32875c30e482df4f1778d227ec5cf,Current load/conduct contracts,HIGH,HIGH,"feat(driving-intelligence): separate vehicle load from driver conduct (P5); first-parent path review (18 files); Main exposes independent vehicleLoad and driverConduct contracts, metrics, services and UI.; git cherry=+ 76a6d686b1f508f134f0f29f3d79694c76313c45"
316,76a6d686b1f508f134f0f29f3d79694c76313c45,59b0e9e10656f48f69eab0966230221954271379,backend/src/modules/customers/customers.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-analytics-canonical.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-api.mapper.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.service.spec.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.types.ts;backend/src/modules/vehicle-intelligence/trips/trips.service.ts;frontend/src/lib/api.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/VehicleStressPanel.tsx;frontend/src/rental/components/customer-detail/CustomerDrivingTab.tsx;frontend/src/rental/components/trips/behavior-rating.test.ts;frontend/src/rental/components/trips/behavior-ui.utils.ts;frontend/src/rental/components/trips/trip-assessment-copy.test.ts;frontend/src/rental/i18n/translations/de.ts;frontend/src/rental/i18n/translations/en.ts;frontend/src/rental/lib/scoreFormat.ts,Separate vehicle load from driver conduct,trips/customers,false,cs-trips-vehicle-intelligence,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,af807ea03ab32875c30e482df4f1778d227ec5cf,Current load/conduct contracts,HIGH,HIGH,"feat(driving-intelligence): separate vehicle load from driver conduct (P5); first-parent path review (18 files); Main exposes independent vehicleLoad and driverConduct contracts, metrics, services and UI.; git cherry=+ 76a6d686b1f508f134f0f29f3d79694c76313c45"
317,76a6d686b1f508f134f0f29f3d79694c76313c45,59b0e9e10656f48f69eab0966230221954271379,backend/src/modules/customers/customers.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-analytics-canonical.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-api.mapper.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.service.spec.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.types.ts;backend/src/modules/vehicle-intelligence/trips/trips.service.ts;frontend/src/lib/api.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/VehicleStressPanel.tsx;frontend/src/rental/components/customer-detail/CustomerDrivingTab.tsx;frontend/src/rental/components/trips/behavior-rating.test.ts;frontend/src/rental/components/trips/behavior-ui.utils.ts;frontend/src/rental/components/trips/trip-assessment-copy.test.ts;frontend/src/rental/i18n/translations/de.ts;frontend/src/rental/i18n/translations/en.ts;frontend/src/rental/lib/scoreFormat.ts,Separate vehicle load from driver conduct,trips/customers,false,cs-trips-vehicle-intelligence,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,af807ea03ab32875c30e482df4f1778d227ec5cf,Current load/conduct contracts,HIGH,HIGH,"feat(driving-intelligence): separate vehicle load from driver conduct (P5); first-parent path review (18 files); Main exposes independent vehicleLoad and driverConduct contracts, metrics, services and UI.; git cherry=+ 76a6d686b1f508f134f0f29f3d79694c76313c45"
318,76a6d686b1f508f134f0f29f3d79694c76313c45,59b0e9e10656f48f69eab0966230221954271379,backend/src/modules/customers/customers.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-analytics-canonical.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-api.mapper.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.service.spec.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-assessment.types.ts;backend/src/modules/vehicle-intelligence/trips/trips.service.ts;frontend/src/lib/api.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/VehicleStressPanel.tsx;frontend/src/rental/components/customer-detail/CustomerDrivingTab.tsx;frontend/src/rental/components/trips/behavior-rating.test.ts;frontend/src/rental/components/trips/behavior-ui.utils.ts;frontend/src/rental/components/trips/trip-assessment-copy.test.ts;frontend/src/rental/i18n/translations/de.ts;frontend/src/rental/i18n/translations/en.ts;frontend/src/rental/lib/scoreFormat.ts,Separate vehicle load from driver conduct,trips/customers,false,cs-trips-vehicle-intelligence,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,af807ea03ab32875c30e482df4f1778d227ec5cf,Current load/conduct contracts,HIGH,HIGH,"feat(driving-intelligence): separate vehicle load from driver conduct (P5); first-parent path review (18 files); Main exposes independent vehicleLoad and driverConduct contracts, metrics, services and UI.; git cherry=+ 76a6d686b1f508f134f0f29f3d79694c76313c45"
318,77e7a8e5a5a9c684f9b27a74718fbe48959c02ad,5383068a99334e9ea725505bee48b3aec28cedb9,backend/src/modules/bookings/bookings.service.ts;backend/src/modules/business-insights/detectors/return-needs-inspection.detector.spec.ts;backend/src/modules/business-insights/detectors/return-needs-inspection.detector.ts;backend/src/modules/rental-driving-analysis/rental-driving-analysis.service.ts;backend/src/modules/vehicle-intelligence/driving-impact/legacy-score-mirror.spec.ts;backend/src/modules/vehicle-intelligence/driving-impact/legacy-score-mirror.ts;backend/src/modules/vehicle-intelligence/health-summary/health-summary.service.spec.ts;backend/src/modules/vehicle-intelligence/health-summary/health-summary.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-analytics-canonical.service.spec.ts;backend/src/modules/vehicle-intelligence/trips/trip-analytics-canonical.service.ts;backend/src/modules/vehicle-intelligence/trips/trip-api.mapper.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/RentalStressAnalysisCard.tsx;frontend/src/rental/lib/scoreFormat.test.ts;frontend/src/rental/lib/scoreFormat.ts,Deprecate legacy driving-score readers,trips/driving-impact,false,cs-trips-vehicle-intelligence,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,91232b0e96ce2aca4793ec0b5be2e50f14b23894,Current load/conduct architecture,HIGH,MEDIUM,feat(driving-intelligence-v2): deprecate legacy score readers (P10); first-parent path review (16 files); The newer model no longer exposes the transitional legacy mirror.; git cherry=+ 77e7a8e5a5a9c684f9b27a74718fbe48959c02ad
