domain,file,classOrFunction,responsibility,input,output,writesData,trigger,transactionBoundary,idempotencyMechanism,consumers,testCoverage,preliminaryRisk
registration,backend/src/modules/vehicle-intelligence/brakes/register-brake-baseline.ts,registrationBrakeMeasuredSnapshot,Extract user-submitted mm only,Manual spec,Measured snapshot,false,Registration,N/A,Evidence path,Yes register-brake-baseline.spec.ts,Low
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,BrakeHealthService,Canonical brake health read model and recalculation orchestration,vehicleId context,BrakeHealthSummary Detail,false reads true recalc,API scheduler lifecycle driving-impact,Recalc updates brakeHealthCurrent,UI RentalHealth Insights HealthSummary,Yes brake-health.spec.ts,High
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,getSummary,Quick Box DTO overall condition confidence alerts,vehicleId,BrakeHealthSummary,false,GET /brake-health/summary,N/A,HealthErrorsView VehicleHealthBox RentalHealth,Yes,Low
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,getDetail,Modal DTO axles history coverage factors,vehicleId,BrakeHealthDetail,false,GET /brake-health/detail,N/A,HealthErrorsView FleetCondition,Yes,Low
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,initializeFromService,Anchor upsert from service event then recalculate,Service date odometer mm,Init result,true,BrakeLifecycleService.recordService,Prisma upsert brakeHealthCurrent,false re-anchor each call,Lifecycle only,indirect lifecycle spec,High
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,recalculate,Compute wear from anchor and trip driving impact update brakeHealthCurrent,vehicleId,Wear summary or null,true,POST recalculate hourly scheduler driving-impact processor,Single vehicle update,false no dedupe lock,Scheduler DrivingImpactProcessor API,partial recalculate test,High
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,computePadWear,Pad wear projection from anchor distance factors,Anchor mm distance bias factors kFactor,estimatedMm healthPct remainingKm wearRate,false,Recalc and tests,Pure function,Tests legacy detail,Yes extensive,Low
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,computeDiscWear,Disc wear projection same pattern as pads,Anchor mm distance factors,estimatedMm healthPct remainingKm wearRate,false,Recalc and tests,Pure function,Tests,Yes extensive,Low
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,computePadUsageFactor,City highway country usage multiplier for pads,Driving impact shares,Factor,false,Recalculate,Pure function,Wear model,Yes,Low
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,computeDiscUsageFactor,Usage multiplier for discs,Driving impact shares,Factor,false,Recalculate,Pure function,Wear model,Yes,Low
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,computePadRatePerKm,Private pad mm per km rate from config anchors,Axle bias factors,Rate mm/km,false,Recalculate loop,Pure function,Internal only,indirect,Low
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,computeDiscRatePerKm,Private disc mm per km rate,Axle bias factors,Rate mm/km,false,Recalculate loop,Pure function,Internal only,indirect,Low
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,computeConfidence,Private confidence score from coverage evidence,Coverage modeled km evidence,score label,false,Recalculate,Pure function,Summary,false none,Medium
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,computeAlerts,Legacy alert list sets hasAlert on DB row,Estimated mm thresholds,BrakeAlert array,hasAlert only,Recalculate,Pure function diverges from canonical,DB hasAlert flag,false none,High
core,backend/src/modules/vehicle-intelligence/brakes/brake-health.service.ts,buildCanonicalReadModel,Merge wear estimates post-anchor evidence openAlerts,vehicleId state evidence,BrakeCanonicalReadModel,false,Every getSummary getDetail,Recomputed each read,All canonical consumers,Yes canonical tests,Medium
lifecycle,backend/src/modules/vehicle-intelligence/brakes/brake-lifecycle.service.ts,BrakeLifecycleService,Canonical brake mutations service events evidence init,Command DTOs,Service result,true,HTTP POST registration AI apply,Transactional service event append,false append events,Lifecycle controller VehiclesService document-extraction,Yes brake-lifecycle.service.spec.ts,High
lifecycle,backend/src/modules/vehicle-intelligence/brakes/brake-lifecycle.service.ts,recordService,Create BRAKE_SERVICE event optional evidence call initializeFromService,RecordBrakeServiceInput,RecordBrakeServiceResult,true,API initialize service AI apply,Prisma create event,false each call creates event,Controller document-extraction,Yes,Medium
lifecycle,backend/src/modules/vehicle-intelligence/brakes/brake-lifecycle.service.ts,initializeFromRegistration,Registration path to recordService with baseline defaults,vehicleId manual spec odometer,Result or null,true,registerFromDimo,Delegates recordService,false skip if shouldInit false,VehiclesService backfill,Yes regression spec,High
lifecycle,backend/src/modules/vehicle-intelligence/brakes/brake-lifecycle.service.ts,recordMeasuredEvidence,Private write FRONT REAR evidence rows from measured mm,Measured snapshot,void,true,After manual service with mm,Append brakeEvidence,false append only,Lifecycle,partial,Low
evidence,backend/src/modules/vehicle-intelligence/brakes/brake-evidence.service.ts,BrakeEvidenceService,Append-only brake evidence with mm trust rules,BrakeEvidenceWriteInput,Row or skip,true,lifecycle AI upload,Prisma create,false append only,Canonical read model,Yes brake-evidence.spec.ts,Medium
evidence,backend/src/modules/vehicle-intelligence/brakes/brake-evidence.service.ts,record,Single evidence row with TELEMATICS mm stripping,Write input,Created row,true,recordService AI,false append,Canonical,Yes,Low
evidence,backend/src/modules/vehicle-intelligence/brakes/brake-evidence.service.ts,listRecent,Recent evidence for canonical merge,vehicleId take,Array,false,buildCanonicalReadModel,N/A,BrakeHealthService,Mocked in tests,Low
evidence,backend/src/modules/vehicle-intelligence/brakes/brake-evidence.service.ts,getLatestMeasurement,Latest trusted measurement by axle,vehicleId axle,Row or null,false,Unused,N/A,None,none,Low
evidence,backend/src/modules/vehicle-intelligence/brakes/brake-evidence.service.ts,getLatestSafetySignal,Latest safety signal DTC fluid immediate,vehicleId,Row or null,false,Unused,N/A,None,none,Medium
spec,backend/src/modules/vehicle-intelligence/brakes/brakes.service.ts,BrakesService,CRUD VehicleBrakeReferenceSpec only,Spec DTOs,Spec rows,true,API POST PATCH /brakes,Prisma create update,true update,Controller registration UI,false none,Medium
spec,backend/src/modules/vehicle-intelligence/brakes/brakes.service.ts,findByVehicle,List reference specs for vehicle,vehicleId,Spec array,false,GET /brakes,N/A,initializeFromService legacy brake-status,none,Low
ops,backend/src/modules/vehicle-intelligence/brakes/brake-registration-backfill.service.ts,BrakeRegistrationBackfillService,Ops backfill init from registration specs,dryRun filters,Report,true execute only,Ops script,Per vehicle init,false,Ops only,Yes backfill spec,Medium
api,backend/src/modules/vehicle-intelligence/vehicle-intelligence.controller.ts,getBrakeHealthSummary,HTTP GET canonical summary,vehicleId,BrakeHealthSummary,false,HTTP,N/A,Frontend,indirect,Low
api,backend/src/modules/vehicle-intelligence/vehicle-intelligence.controller.ts,getBrakeHealthDetail,HTTP GET canonical detail,vehicleId,BrakeHealthDetail,false,HTTP,N/A,Frontend,indirect,Low
api,backend/src/modules/vehicle-intelligence/vehicle-intelligence.controller.ts,initializeBrakeHealth,HTTP POST lifecycle initialize,InitializeBrakeHealthDto,Service result,true,HTTP manual init,Delegates lifecycle,false,Admin UI,false,Medium
api,backend/src/modules/vehicle-intelligence/vehicle-intelligence.controller.ts,recalculateBrakeHealth,HTTP POST manual recalc,vehicleId,Wear result,true,HTTP manual,Single update,false,Ops admin,false,Medium
api,backend/src/modules/vehicle-intelligence/vehicle-intelligence.controller.ts,getBrakeStatus,Legacy heuristic brake status deprecated,vehicleId,Legacy DTO,false,HTTP deprecated,N/A,Legacy consumers,false,High
registration-pipe,backend/src/modules/vehicles/vehicles.service.ts,registerFromDimo,Create vehicle brake reference spec enqueue enrichment init brakes,Registration DTO,Vehicle,true,DIMO registration,Prisma transaction,false,Billing DIMO auth,partial,High
registration-pipe,backend/src/modules/vehicles/vehicles.service.ts,vehicleEnrichmentJob BRAKE,Queue BRAKE enrichment job on register,vehicleId,Job row PENDING,true,registerFromDimo,Prisma create,false,No processor found,false,High
driving-impact,backend/src/workers/processors/driving-impact.processor.ts,DrivingImpactProcessor,Compute trip driving impact then fire-and-forget brake recalc,tripId vehicleId,void,false reads DI writes,true,After computeForTrip,BullMQ job,false non-blocking recalc,BrakeHealthService,none,High
driving-impact,backend/src/modules/vehicle-intelligence/driving-impact/driving-impact.service.ts,computeForTrip,Trip-level driving impact metrics for wear models,tripId vehicleId,TripDrivingImpact row,true,Trip enrichment queue,Prisma upsert trip row,false,BrakeHealth TireHealth,partial spec,Medium
driving-impact,backend/src/modules/vehicle-intelligence/driving-impact/driving-impact.service.ts,getVehicleImpactForBrake,Rolling 30d vehicle impact fallback for uncovered km,vehicleId,Impact metrics,false,recalculate gap fill,N/A,BrakeHealthService,partial,Medium
scheduler,backend/src/workers/schedulers/brake-recalculation.scheduler.ts,BrakeRecalculationScheduler,Hourly inline recalc all initialized vehicles,none,count,true,@Interval 3600000 in-process PM2,Per vehicle sequential,false no hour filter dedupe,BrakeHealthService,none,High
scheduler,backend/src/workers/schedulers/tire-recalculation.scheduler.ts,TireRecalculationScheduler,Reference pattern BullMQ hour-bucket dedupe for tires,none,queue jobs,false,Hourly,N/A,Contrast with brake,none,Medium
rental-health,backend/src/modules/rental-health/rental-health.service.ts,evaluateBrakes,Map BrakeHealthSummary to rental module health,BrakeHealthSummaryDto,ModuleHealth,false,getVehicleHealth,N/A,Booking gate fleet UI,Yes rental-health.service.spec.ts,Medium
rental-health,backend/src/modules/rental-health/rental-health.service.ts,isBrakeBlockWorthy,Block when CRITICAL and MEASURED or critical openAlerts,BrakeHealthSummaryDto,boolean,false,collectBlockingReasons,N/A,BookingsService,Yes,Medium
insights,backend/src/modules/business-insights/detectors/brake-critical.detector.ts,BrakeCriticalDetector,Fleet insights from canonical brake conditions,vehicle summaries,Insight candidates,false,Insights refresh,N/A,Notifications tasks,Yes brake-critical.detector.spec.ts,Medium
notifications,backend/src/modules/notifications/registry/notification-event-registry.definitions.ts,BRAKE_CRITICAL,Notification event type for brake critical,Insight payload,Notification template,false,Insight pipeline,N/A,Dashboard,none,Low
notifications,backend/src/modules/notifications/adapters/rental-health-notification.projector.ts,brakes BRAKE_CRITICAL,Map rental health brake state to notifications,Rental health state,Notification event,false,Rental health eval,N/A,In-app notifications,none,Medium
document-ai,backend/src/modules/document-extraction/document-extraction-apply.service.ts,applyBrake,Apply confirmed BRAKE document to lifecycle and evidence,Extraction confirmed data,void,true,User confirm AI upload,Delegates recordService,false,Brake lifecycle,Yes document-extraction spec,Low
health-agg,backend/src/modules/vehicle-intelligence/health-summary/health-summary.service.ts,HealthSummaryService,Aggregate tire battery brake for health tab,vehicleId,Health summary,false,Health API,N/A,Health tab,partial,Low
health-agg,backend/src/modules/vehicle-intelligence/ai-health-care-aggregation.service.ts,AiHealthCareAggregationService,AI care aggregation includes brake summary,vehicleId,Care context,false,AI health,N/A,AI features,partial,Low
data-analyse,backend/src/modules/data-analyse/data-analyse.service.ts,DataAnalyseService,Freshness metadata for brake calculation timestamp,vehicleId,Metadata,false,Data analyse view,N/A,DataAnalyseView,none,Low
frontend,frontend/src/lib/api.ts,brakeHealthSummary,Client GET canonical summary,vehicleId,BrakeHealthSummary,false,UI load,N/A,Health components,indirect canonical test,Low
frontend,frontend/src/lib/api.ts,brakeHealthDetail,Client GET canonical detail,vehicleId,BrakeHealthDetail,false,UI load,N/A,FleetConditionDetailView,indirect,Low
frontend,frontend/src/rental/components/HealthErrorsView.tsx,HealthErrorsView,Brake health modal and summary display,API responses,UI,false,User navigation,N/A,Vehicle detail,brake-health-canonical.test.ts,Low
frontend,frontend/src/rental/components/vehicle-detail/vehicle-health-box.mapper.ts,mapBrakeHealthBox,Map canonical summary to health box chip,BrakeHealthSummary,UI chip,false,Health box render,N/A,VehicleHealthBox,partial,Low
frontend,frontend/src/rental/components/FleetConditionDetailView.tsx,FleetConditionDetailView,Brake detail in fleet condition modal,brakeHealthDetail,UI,false,User click,N/A,Fleet,brake-health-canonical.test.ts,Low
frontend,frontend/src/rental/components/VehicleInsightsCard.tsx,VehicleInsightsCard,Insights card uses brake canonical level,brakeHealthSummary,UI,false,Dashboard,N/A,Dashboard,partial,Low
frontend,frontend/src/rental/lib/brake-health-canonical.test.ts,brake-health-canonical,Static guard against legacy percent fields in UI,Source files,Test result,false,CI,N/A,Regression guard,Yes,Low
schema,backend/prisma/schema.prisma,VehicleBrakeReferenceSpec,Reference pad disc dimensions per vehicle,Registration manual,Spec row,true/false,Registration API,Prisma,Index vehicleId,initializeFromService,none,Medium
schema,backend/prisma/schema.prisma,VehicleServiceEvent BRAKE_SERVICE,Canonical brake service history,Service input,Event row,true,Lifecycle,Prisma,Append,getDetail canonical,partial,Low
schema,backend/prisma/schema.prisma,BrakeEvidence,Trusted measurements safety signals,Evidence input,Evidence row,true,Lifecycle AI,Prisma append,Append only,Canonical read,false producers,High
schema,backend/prisma/schema.prisma,BrakeTripMetric,Per-trip brake metrics schema,None,None,false,Never written,None,N/A,Orphan schema,none,High
schema,backend/prisma/schema.prisma,BrakeHealthCurrent,Materialized wear state per vehicle,Recalc init,Upsert row,true,Init recalc scheduler,Prisma 1:1 vehicle,false overwrite,RentalHealth API,partial,High
schema,backend/prisma/schema.prisma,TripDrivingImpact,Canonical trip stress input for wear,trip compute,Impact row,true,Driving impact processor,Prisma upsert,false,BrakeHealth TireHealth,partial,Medium
ops,backend/scripts/ops/backfill-brake-health-from-registration-specs.ts,backfill-brake-health,Safe ops backfill via BrakeRegistrationBackfillService,dryRun execute,JSON report,true execute only,Manual ops,Per vehicle,false,Ops,false,Medium
